X,Y,Z,SDF_Value
0,4,4,1.9399185
0,4,5,1.7065223
0,4,6,1.7567033
0,4,7,1.8198746
0,4,8,1.6976835
0,4,9,1.5208712
0,4,10,1.62454
0,4,11,1.7039751
0,4,12,1.7561377
0,4,13,1.5715294
0,4,14,1.7794256
0,4,15,1.8606719
0,4,16,2.0278525
0,4,17,1.9441175
0,4,18,2.2989235
0,4,19,2.3865206
0,4,20,2.5725205
0,4,21,2.540924
0,4,22,2.945001
0,4,23,3.1118078
0,4,24,3.0380151
0,4,25,2.9963632
0,4,26,3.321758
0,4,27,3.5318131
0,4,28,3.6306121
0,4,29,3.5555577
0,4,30,3.9805825
0,4,31,4.1267405
0,5,0,2.1631818
0,5,1,2.1904063
0,5,2,1.9736974
0,5,3,1.7616129
0,5,4,1.8427294
0,5,5,1.9213675
0,5,6,1.8418236
0,5,7,1.6150839
0,5,8,1.6087414
0,5,9,1.7293165
0,5,10,1.6659509
0,5,11,1.5428851
0,5,12,1.6306212
0,5,13,1.8009151
0,5,14,1.7827308
0,5,15,1.7808479
0,5,16,1.9348122
0,5,17,2.2080295
0,5,18,2.1503525
0,5,19,2.255886
0,5,20,2.548655
0,5,21,2.8685586
0,5,22,2.8006692
0,5,23,3.0301445
0,5,24,3.0324166
0,5,25,3.3145137
0,5,26,3.3074942
0,5,27,3.443319
0,5,28,3.6565871
0,5,29,3.9295247
0,5,30,3.9321
0,5,31,4.0977497
0,6,0,2.0270457
0,6,1,1.7035491
0,6,2,2.0263488
0,6,3,1.602368
0,6,4,1.7576869
0,6,5,1.4964144
0,6,6,1.8021039
0,6,7,1.4780028
0,6,8,1.4903653
0,6,9,1.2976879
0,6,10,1.6456069
0,6,11,1.3740437
0,6,12,1.5844692
0,6,13,1.3649397
0,6,14,1.758528
0,6,15,1.446485
0,6,16,1.8963689
0,6,17,1.6898024
0,6,18,2.14786
0,6,19,1.8758209
0,6,20,2.476221
0,6,21,2.2206156
0,6,22,2.860743
0,6,23,2.7258985
0,6,24,3.0604677
0,6,25,3.0018568
0,6,26,3.1546228
0,6,27,3.2522044
0,6,28,3.6422741
0,6,29,3.6510897
0,6,30,3.833158
0,6,31,3.9637673
0,7,0,1.9725331
0,7,1,2.0230656
0,7,2,1.7603308
0,7,3,1.6789377
0,7,4,1.7086623
0,7,5,1.7196071
0,7,6,1.5652413
0,7,7,1.5286213
0,7,8,1.4700184
0,7,9,1.5408471
0,7,10,1.4511888
0,7,11,1.4061084
0,7,12,1.4608266
0,7,13,1.560353
0,7,14,1.5342987
0,7,15,1.5057665
0,7,16,1.7947493
0,7,17,1.9214851
0,7,18,1.9191431
0,7,19,1.9627763
0,7,20,2.327529
0,7,21,2.4489198
0,7,22,2.6779442
0,7,23,2.8095112
0,7,24,3.005964
0,7,25,3.1172912
0,7,26,3.2002566
0,7,27,3.322041
0,7,28,3.6339793
0,7,29,3.7731972
0,7,30,3.8867295
0,7,31,4.0213623
0,8,0,2.2059922
0,8,1,1.951156
0,8,2,1.94029
0,8,3,1.9734524
0,8,4,1.750395
0,8,5,1.572442
0,8,6,1.4908555
0,8,7,1.5402067
0,8,8,1.4051727
0,8,9,1.3669114
0,8,10,1.3891186
0,8,11,1.5049224
0,8,12,1.4474366
0,8,13,1.434607
0,8,14,1.4983002
0,8,15,1.617989
0,8,16,1.7172937
0,8,17,1.7328056
0,8,18,1.9899524
0,8,19,2.19916
0,8,20,2.2504144
0,8,21,2.248571
0,8,22,2.6624815
0,8,23,2.8527617
0,8,24,2.906474
0,8,25,2.8925433
0,8,26,3.260832
0,8,27,3.4503088
0,8,28,3.4595888
0,8,29,3.4282327
0,8,30,3.852685
0,8,31,3.9848745
0,9,0,2.1537058
0,9,1,2.2273326
0,9,2,2.0544386
0,9,3,1.7494894
0,9,4,1.738975
0,9,5,1.7806263
0,9,6,1.6143045
0,9,7,1.3722961
0,9,8,1.4040005
0,9,9,1.571504
0,9,10,1.5562474
0,9,11,1.4316797
0,9,12,1.4498172
0,9,13,1.6296672
0,9,14,1.5877817
0,9,15,1.5291276
0,9,16,1.7055296
0,9,17,1.9880527
0,9,18,2.0652812
0,9,19,2.0221248
0,9,20,2.251221
0,9,21,2.52722
0,9,22,2.6075962
0,9,23,2.7083604
0,9,24,2.9433994
0,9,25,3.212501
0,9,26,3.2312348
0,9,27,3.3948715
0,9,28,3.5346577
0,9,29,3.7790804
0,9,30,3.819593
0,9,31,4.009263
0,10,0,2.1207018
0,10,1,1.8257468
0,10,2,2.12571
0,10,3,1.7336864
0,10,4,1.7250484
0,10,5,1.4507223
0,10,6,1.6988317
0,10,7,1.3876213
0,10,8,1.5061152
0,10,9,1.3318487
0,10,10,1.5987505
0,10,11,1.3869697
0,10,12,1.488376
0,10,13,1.3085022
0,10,14,1.6433465
0,10,15,1.4402945
0,10,16,1.6708243
0,10,17,1.5657507
0,10,18,2.1016483
0,10,19,1.8136466
0,10,20,2.26351
0,10,21,2.042249
0,10,22,2.7172685
0,10,23,2.4094646
0,10,24,2.9423816
0,10,25,2.9202375
0,10,26,3.1841354
0,10,27,3.2485237
0,10,28,3.549676
0,10,29,3.6500094
0,10,30,3.7406878
0,10,31,3.8987653
0,11,0,2.167219
0,11,1,2.1674182
0,11,2,1.8829854
0,11,3,1.8066013
0,11,4,1.735266
0,11,5,1.706861
0,11,6,1.5173478
0,11,7,1.415274
0,11,8,1.5081146
0,11,9,1.579777
0,11,10,1.4454654
0,11,11,1.4534519
0,11,12,1.4526334
0,11,13,1.5530512
0,11,14,1.4725202
0,11,15,1.4875009
0,11,16,1.6747502
0,11,17,1.8949904
0,11,18,1.8072679
0,11,19,1.9701896
0,11,20,2.2177932
0,11,21,2.4132507
0,11,22,2.4442015
0,11,23,2.5871146
0,11,24,2.9701536
0,11,25,3.0859685
0,11,26,3.1807435
0,11,27,3.3947773
0,11,28,3.587851
0,11,29,3.7741084
0,11,30,3.8669467
0,11,31,3.9945006
0,12,0,2.1130557
0,12,1,1.8892065
0,12,2,1.824096
0,12,3,1.8504839
0,12,4,1.7448609
0,12,5,1.5780827
0,12,6,1.5325041
0,12,7,1.5959072
0,12,8,1.4382892
0,12,9,1.4374844
0,12,10,1.4539338
0,12,11,1.530775
0,12,12,1.4648703
0,12,13,1.5023279
0,12,14,1.5070128
0,12,15,1.6622003
0,12,16,1.6729113
0,12,17,1.7259681
0,12,18,2.0043192
0,12,19,2.1599464
0,12,20,2.3375916
0,12,21,2.3703876
0,12,22,2.7732055
0,12,23,2.9221141
0,12,24,2.8811808
0,12,25,2.894062
0,12,26,3.2279935
0,12,27,3.4332292
0,12,28,3.4744282
0,12,29,3.4538004
0,12,30,3.9022207
0,12,31,4.074543
0,13,0,2.1303978
0,13,1,2.1565006
0,13,2,1.960891
0,13,3,1.6708064
0,13,4,1.7617939
0,13,5,1.7961941
0,13,6,1.7032053
0,13,7,1.4771718
0,13,8,1.4700186
0,13,9,1.6437436
0,13,10,1.5811255
0,13,11,1.4736309
0,13,12,1.4873989
0,13,13,1.7389297
0,13,14,1.6425725
0,13,15,1.6187236
0,13,16,1.7389499
0,13,17,1.9633387
0,13,18,1.9939566
0,13,19,2.0213583
0,13,20,2.3663313
0,13,21,2.7226503
0,13,22,2.671362
0,13,23,2.812476
0,13,24,2.916886
0,13,25,3.2120414
0,13,26,3.227984
0,13,27,3.3749127
0,13,28,3.56042
0,13,29,3.8295147
0,13,30,3.8930247
0,13,31,4.0401344
0,14,0,2.140772
0,14,1,1.8021713
0,14,2,2.1374097
0,14,3,1.6888336
0,14,4,1.7924612
0,14,5,1.5285465
0,14,6,1.8409004
0,14,7,1.4717577
0,14,8,1.631383
0,14,9,1.4174395
0,14,10,1.7131467
0,14,11,1.4583564
0,14,12,1.6851118
0,14,13,1.4623883
0,14,14,1.841914
0,14,15,1.5577255
0,14,16,1.7913468
0,14,17,1.6872097
0,14,18,2.2393622
0,14,19,1.8887799
0,14,20,2.4045174
0,14,21,2.14844
0,14,22,2.8002956
0,14,23,2.5621312
0,14,24,2.9908614
0,14,25,3.0294158
0,14,26,3.1764662
0,14,27,3.3071141
0,14,28,3.5850794
0,14,29,3.6596305
0,14,30,3.8584
0,14,31,4.028727
0,15,0,2.124843
0,15,1,2.1572628
0,15,2,1.8762724
0,15,3,1.8057922
0,15,4,1.7926961
0,15,5,1.799553
0,15,6,1.6160604
0,15,7,1.5837559
0,15,8,1.5673039
0,15,9,1.7200954
0,15,10,1.5221947
0,15,11,1.5623171
0,15,12,1.5682693
0,15,13,1.701489
0,15,14,1.6218787
0,15,15,1.689277
0,15,16,1.8333588
0,15,17,2.0947244
0,15,18,1.9067123
0,15,19,2.0845194
0,15,20,2.3249295
0,15,21,2.5567508
0,15,22,2.5970778
0,15,23,2.7380526
0,15,24,3.0318902
0,15,25,3.1740317
0,15,26,3.2993693
0,15,27,3.408796
0,15,28,3.6454053
0,15,29,3.842306
0,15,30,3.975318
0,15,31,4.136763
0,16,0,2.2403984
0,16,1,1.9481909
0,16,2,1.9399116
0,16,3,1.9648926
0,16,4,1.8718433
0,16,5,1.669495
0,16,6,1.5656666
0,16,7,1.6337057
0,16,8,1.5928628
0,16,9,1.5148549
0,16,10,1.527905
0,16,11,1.6616341
0,16,12,1.685673
0,16,13,1.6580843
0,16,14,1.749126
0,16,15,1.9165876
0,16,16,2.0026793
0,16,17,1.9935968
0,16,18,2.3467276
0,16,19,2.509497
0,16,20,2.4420674
0,16,21,2.4841578
0,16,22,2.7993586
0,16,23,2.9660249
0,16,24,3.1760786
0,16,25,3.1224864
0,16,26,3.5617523
0,16,27,3.6681058
0,16,28,3.624849
0,16,29,3.5477233
0,16,30,3.9648805
0,16,31,4.084844
0,17,0,2.2787614
0,17,1,2.2224607
0,17,2,2.1484177
0,17,3,1.7936033
0,17,4,1.931216
0,17,5,1.8861289
0,17,6,1.8001063
0,17,7,1.498203
0,17,8,1.6856836
0,17,9,1.7353559
0,17,10,1.7956235
0,17,11,1.5902452
0,17,12,1.8076422
0,17,13,1.8736651
0,17,14,1.9242465
0,17,15,1.8123053
0,17,16,2.0788982
0,17,17,2.2892115
0,17,18,2.4343398
0,17,19,2.3668885
0,17,20,2.5798104
0,17,21,2.788695
0,17,22,2.8022401
0,17,23,2.9193082
0,17,24,3.2697604
0,17,25,3.4869473
0,17,26,3.5320656
0,17,27,3.6949105
0,17,28,3.7392342
0,17,29,3.9153152
0,17,30,3.965524
0,17,31,4.1341906
0,18,0,2.3248081
0,18,1,2.027861
0,18,2,2.35923
0,18,3,1.83688
0,18,4,1.9798069
0,18,5,1.7075988
0,18,6,2.0434518
0,18,7,1.5961446
0,18,8,1.8055861
0,18,9,1.6578138
0,18,10,2.0290842
0,18,11,1.6318997
0,18,12,1.9202049
0,18,13,1.7665429
0,18,14,2.2467246
0,18,15,1.8330796
0,18,16,2.2416468
0,18,17,2.0785756
0,18,18,2.625128
0,18,19,2.2421064
0,18,20,2.6766956
0,18,21,2.602511
0,18,22,3.009075
0,18,23,2.9300728
0,18,24,3.3190026
0,18,25,3.4425724
0,18,26,3.547642
0,18,27,3.681981
0,18,28,3.745013
0,18,29,3.8902922
0,18,30,3.9702053
0,18,31,4.1490145
0,19,0,2.39795
0,19,1,2.424376
0,19,2,2.0526717
0,19,3,2.0412433
0,19,4,2.0238812
0,19,5,2.0068314
0,19,6,1.7870687
0,19,7,1.7265639
0,19,8,1.8933616
0,19,9,2.0177822
0,19,10,1.7441143
0,19,11,1.8704336
0,19,12,1.9994785
0,19,13,2.1335473
0,19,14,1.9236267
0,19,15,2.0414114
0,19,16,2.3532593
0,19,17,2.519135
0,19,18,2.3252788
0,19,19,2.5408607
0,19,20,2.7907085
0,19,21,2.9472313
0,19,22,2.9698112
0,19,23,3.1648014
0,19,24,3.4605844
0,19,25,3.6101778
0,19,26,3.7165184
0,19,27,3.8336346
0,19,28,3.8860629
0,19,29,4.0376983
0,19,30,4.143958
0,19,31,4.2890673
0,20,0,2.5799787
0,20,1,2.273727
0,20,2,2.3360999
0,20,3,2.2996821
0,20,4,2.2428217
0,20,5,1.9903306
0,20,6,2.0283785
0,20,7,2.03854
0,20,8,2.1253052
0,20,9,2.0398974
0,20,10,2.1330426
0,20,11,2.1789222
0,20,12,2.2381978
0,20,13,2.1285396
0,20,14,2.3617878
0,20,15,2.4444613
0,20,16,2.3268175
0,20,17,2.3575728
0,20,18,2.6064131
0,20,19,2.7354372
0,20,20,2.7721233
0,20,21,2.8203113
0,20,22,3.1713111
0,20,23,3.357941
0,20,24,3.3007016
0,20,25,3.2961488
0,20,26,3.6119595
0,20,27,3.7758152
0,20,28,3.7903655
0,20,29,3.7220645
0,20,30,4.1746492
0,20,31,4.3217583
0,21,0,2.6180422
0,21,1,2.5932612
0,21,2,2.4220808
0,21,3,2.1667295
0,21,4,2.260249
0,21,5,2.2793837
0,21,6,2.181144
0,21,7,1.9688038
0,21,8,2.1787262
0,21,9,2.3245046
0,21,10,2.175267
0,21,11,2.1192517
0,21,12,2.3176599
0,21,13,2.4633727
0,21,14,2.4493456
0,21,15,2.407269
0,21,16,2.458352
0,21,17,2.6706166
0,21,18,2.5747845
0,21,19,2.7259114
0,21,20,2.9253085
0,21,21,3.2143302
0,21,22,3.0925705
0,21,23,3.362544
0,21,24,3.3793447
0,21,25,3.660921
0,21,26,3.6439815
0,21,27,3.7435803
0,21,28,3.8938468
0,21,29,4.133621
0,21,30,4.1780033
0,21,31,4.349063
0,22,0,2.8873599
0,22,1,2.4056985
0,22,2,2.7951758
0,22,3,2.207553
0,22,4,2.4663944
0,22,5,2.1081731
0,22,6,2.4909647
0,22,7,1.9563252
0,22,8,2.452956
0,22,9,2.0676498
0,22,10,2.4651349
0,22,11,2.1352932
0,22,12,2.5798333
0,22,13,2.2651498
0,22,14,2.744784
0,22,15,2.330078
0,22,16,2.64842
0,22,17,2.5734756
0,22,18,2.802818
0,22,19,2.7750201
0,22,20,3.023349
0,22,21,3.0263717
0,22,22,3.3373218
0,22,23,3.342677
0,22,24,3.5304523
0,22,25,3.612104
0,22,26,3.7039995
0,22,27,3.8252103
0,22,28,3.9850538
0,22,29,4.1394396
0,22,30,4.2014723
0,22,31,4.3979683
0,23,0,2.8961055
0,23,1,2.8462713
0,23,2,2.55733
0,23,3,2.4511662
0,23,4,2.4320393
0,23,5,2.4812245
0,23,6,2.2098188
0,23,7,2.205139
0,23,8,2.4384925
0,23,9,2.507481
0,23,10,2.312226
0,23,11,2.383799
0,23,12,2.5374327
0,23,13,2.681748
0,23,14,2.5185993
0,23,15,2.603367
0,23,16,2.7758446
0,23,17,2.906193
0,23,18,2.8174138
0,23,19,3.0365443
0,23,20,3.1646411
0,23,21,3.3488228
0,23,22,3.342923
0,23,23,3.606574
0,23,24,3.664706
0,23,25,3.7956653
0,23,26,3.8934615
0,23,27,3.9721055
0,23,28,4.1060905
0,23,29,4.282172
0,23,30,4.4685097
0,23,31,4.4869204
0,24,0,3.1203353
0,24,1,2.867221
0,24,2,2.9525146
0,24,3,2.990679
0,24,4,2.8084867
0,24,5,2.5863807
0,24,6,2.650705
0,24,7,2.6272151
0,24,8,2.7744865
0,24,9,2.6320956
0,24,10,2.8186083
0,24,11,2.8513
0,24,12,2.869672
0,24,13,2.7712524
0,24,14,2.9486315
0,24,15,3.0501308
0,24,16,3.079625
0,24,17,3.004548
0,24,18,3.3662932
0,24,19,3.4469938
0,24,20,3.348609
0,24,21,3.2640202
0,24,22,3.6049106
0,24,23,3.6747072
0,24,24,3.7393103
0,24,25,3.62317
0,24,26,4.049547
0,24,27,4.13198
0,24,28,4.1874533
0,24,29,4.0437036
0,24,30,4.408699
0,24,31,4.5095577
0,25,0,3.244095
0,25,1,3.231802
0,25,2,2.9813817
0,25,3,2.9751422
0,25,4,2.9282293
0,25,5,2.8973844
0,25,6,2.6548474
0,25,7,2.6805952
0,25,8,2.9292092
0,25,9,2.9846108
0,25,10,2.8602426
0,25,11,2.9131281
0,25,12,3.0239036
0,25,13,3.1116607
0,25,14,2.9824452
0,25,15,3.0838122
0,25,16,3.2065551
0,25,17,3.3809123
0,25,18,3.3605118
0,25,19,3.495796
0,25,20,3.4738379
0,25,21,3.6248698
0,25,22,3.616418
0,25,23,3.7656856
0,25,24,3.845209
0,25,25,4.0211315
0,25,26,4.0730495
0,25,27,4.160493
0,25,28,4.3056145
0,25,29,4.4581375
0,25,30,4.4555635
0,25,31,4.5736513
0,26,0,3.329857
0,26,1,3.098579
0,26,2,3.2417076
0,26,3,3.091777
0,26,4,3.0296507
0,26,5,2.7838852
0,26,6,3.026583
0,26,7,2.7915106
0,26,8,3.0211108
0,26,9,2.9312692
0,26,10,3.0481083
0,26,11,2.9486115
0,26,12,3.1071346
0,26,13,3.0743995
0,26,14,3.1994445
0,26,15,3.1559963
0,26,16,3.3166792
0,26,17,3.433063
0,26,18,3.469829
0,26,19,3.5409334
0,26,20,3.578532
0,26,21,3.7080414
0,26,22,3.7455928
0,26,23,3.86794
0,26,24,3.911084
0,26,25,4.057969
0,26,26,4.1104326
0,26,27,4.286067
0,26,28,4.3571444
0,26,29,4.4555426
0,26,30,4.516445
0,26,31,4.652362
0,27,0,3.4754472
0,27,1,3.3548071
0,27,2,3.3284144
0,27,3,3.28395
0,27,4,3.1270452
0,27,5,3.0410337
0,27,6,3.031023
0,27,7,2.9721801
0,27,8,3.2037537
0,27,9,3.1738555
0,27,10,3.1283736
0,27,11,3.2130685
0,27,12,3.2933588
0,27,13,3.3031452
0,27,14,3.2917368
0,27,15,3.365132
0,27,16,3.4998116
0,27,17,3.6108415
0,27,18,3.6699405
0,27,19,3.7392867
0,27,20,3.7693834
0,27,21,3.8925638
0,27,22,3.9199982
0,27,23,4.0366273
0,27,24,4.104742
0,27,25,4.235212
0,27,26,4.3677654
0,27,27,4.4315643
0,27,28,4.4761944
0,27,29,4.60408
0,27,30,4.7084684
0,27,31,4.811701
0,28,0,3.5703475
0,28,1,3.351789
0,28,2,3.5340524
0,28,3,3.567744
0,28,4,3.4721274
0,28,5,3.2384589
0,28,6,3.4917023
0,28,7,3.510284
0,28,8,3.2208436
0,28,9,3.1131139
0,28,10,3.3372278
0,28,11,3.386979
0,28,12,3.3581135
0,28,13,3.2541323
0,28,14,3.581983
0,28,15,3.6612685
0,28,16,3.507718
0,28,17,3.414221
0,28,18,3.705226
0,28,19,3.846963
0,28,20,3.7254844
0,28,21,3.6017509
0,28,22,3.9873683
0,28,23,4.107809
0,28,24,3.9711292
0,28,25,3.8756213
0,28,26,4.2366967
0,28,27,4.398467
0,28,28,4.460101
0,28,29,4.318918
0,28,30,4.744402
0,28,31,4.806818
0,29,0,3.6280825
0,29,1,3.7778645
0,29,2,3.5265372
0,29,3,3.560156
0,29,4,3.5903885
0,29,5,3.6494374
0,29,6,3.4839308
0,29,7,3.551038
0,29,8,3.3308163
0,29,9,3.5182846
0,29,10,3.354748
0,29,11,3.4427416
0,29,12,3.4787793
0,29,13,3.6799154
0,29,14,3.5786407
0,29,15,3.7402928
0,29,16,3.5920277
0,29,17,3.810457
0,29,18,3.7596748
0,29,19,3.855656
0,29,20,3.8566961
0,29,21,4.035134
0,29,22,4.022502
0,29,23,4.17634
0,29,24,4.0145826
0,29,25,4.2892866
0,29,26,4.3257723
0,29,27,4.3799353
0,29,28,4.5309267
0,29,29,4.7788725
0,29,30,4.7542486
0,29,31,4.8835
0,30,0,3.9059403
0,30,1,3.7587323
0,30,2,3.7715094
0,30,3,3.6992047
0,30,4,3.7724602
0,30,5,3.671964
0,30,6,3.7035456
0,30,7,3.6491015
0,30,8,3.6039743
0,30,9,3.6155987
0,30,10,3.6343
0,30,11,3.674407
0,30,12,3.7398229
0,30,13,3.7536955
0,30,14,3.802388
0,30,15,3.8455532
0,30,16,3.7661154
0,30,17,3.8364398
0,30,18,3.9260569
0,30,19,3.9951112
0,30,20,3.9938118
0,30,21,4.1275034
0,30,22,4.1413183
0,30,23,4.294338
0,30,24,4.2601604
0,30,25,4.331218
0,30,26,4.3721533
0,30,27,4.5370064
0,30,28,4.684328
0,30,29,4.8229294
0,30,30,4.8298197
0,30,31,5.0194387
0,31,0,3.9466145
0,31,1,3.9969747
0,31,2,3.95835
0,31,3,3.8207533
0,31,4,3.8923585
0,31,5,3.9061115
0,31,6,3.8907747
0,31,7,3.8100767
0,31,8,3.7935417
0,31,9,3.8678439
0,31,10,3.8524609
0,31,11,3.8412735
0,31,12,3.8679707
0,31,13,4.0134835
0,31,14,4.010304
0,31,15,4.0288997
0,31,16,3.957641
0,31,17,4.0336914
0,31,18,4.1185136
0,31,19,4.18472
0,31,20,4.1564455
0,31,21,4.3015594
0,31,22,4.443179
0,31,23,4.445264
0,31,24,4.3539677
0,31,25,4.511368
0,31,26,4.701065
0,31,27,4.6545954
0,31,28,4.791894
0,31,29,4.9648266
0,31,30,5.123103
0,31,31,5.1138124
1,0,0,2.7461789
1,0,1,2.5161822
1,0,2,2.5324032
1,0,3,2.4770515
1,0,4,2.323345
1,0,5,2.1271362
1,0,6,2.168901
1,0,7,2.170687
1,0,8,2.1655002
1,0,9,1.9688674
1,0,10,2.1558752
1,0,11,2.1595144
1,0,12,2.258819
1,0,13,2.051948
1,0,14,2.335022
1,0,15,2.2834082
1,0,16,2.4372852
1,0,17,2.431991
1,0,18,2.6791003
1,0,19,2.8050282
1,0,20,2.8968217
1,0,21,2.9329455
1,0,22,3.159815
1,0,23,3.277865
1,0,24,3.2526884
1,0,25,3.391246
1,0,26,3.5838459
1,0,27,3.7671409
1,0,28,3.8367033
1,0,29,4.03956
1,0,30,4.213281
1,0,31,4.307436
1,1,0,2.5640144
1,1,1,2.3732812
1,1,2,2.2224302
1,1,3,2.2523751
1,1,4,2.18454
1,1,5,2.0388756
1,1,6,1.8925935
1,1,7,1.9522002
1,1,8,2.0066004
1,1,9,1.8998005
1,1,10,1.8509232
1,1,11,2.012
1,1,12,2.0374315
1,1,13,1.9883928
1,1,14,2.0147815
1,1,15,2.124624
1,1,16,2.3882833
1,1,17,2.3975573
1,1,18,2.534321
1,1,19,2.6864731
1,1,20,2.863639
1,1,21,2.878852
1,1,22,3.0970201
1,1,23,3.2170534
1,1,24,3.2723162
1,1,25,3.3215177
1,1,26,3.5617394
1,1,27,3.7489192
1,1,28,3.8774052
1,1,29,3.9418447
1,1,30,4.187444
1,1,31,4.410468
1,2,0,2.3085806
1,2,1,2.249102
1,2,2,2.166697
1,2,3,2.0114553
1,2,4,1.9408932
1,2,5,1.9209121
1,2,6,1.814043
1,2,7,1.7129767
1,2,8,1.7274508
1,2,9,1.7270626
1,2,10,1.7802751
1,2,11,1.7193784
1,2,12,1.788332
1,2,13,1.7634599
1,2,14,1.819115
1,2,15,1.8096524
1,2,16,2.2700577
1,2,17,2.236655
1,2,18,2.449386
1,2,19,2.5125546
1,2,20,2.7293084
1,2,21,2.7829118
1,2,22,2.9767087
1,2,23,3.0369415
1,2,24,3.2611542
1,2,25,3.3155155
1,2,26,3.4878597
1,2,27,3.571198
1,2,28,3.8505347
1,2,29,3.951249
1,2,30,4.086648
1,2,31,4.1240377
1,3,0,2.2827666
1,3,1,2.2636313
1,3,2,2.1266212
1,3,3,2.053409
1,3,4,1.9197565
1,3,5,1.8855116
1,3,6,1.7802342
1,3,7,1.7634065
1,3,8,1.7144299
1,3,9,1.7689048
1,3,10,1.7212725
1,3,11,1.7686845
1,3,12,1.7103293
1,3,13,1.8194302
1,3,14,1.7873971
1,3,15,1.8350884
1,3,16,2.1764398
1,3,17,2.3533487
1,3,18,2.4323742
1,3,19,2.5850344
1,3,20,2.6980298
1,3,21,2.7813444
1,3,22,2.985389
1,3,23,3.1093538
1,3,24,3.2604
1,3,25,3.3314157
1,3,26,3.5388296
1,3,27,3.6874757
1,3,28,3.920774
1,3,29,3.9291046
1,3,30,4.175253
1,3,31,4.2784643
1,4,0,2.2011223
1,4,1,2.0456803
1,4,2,1.9947253
1,4,3,1.9760458
1,4,4,1.9205642
1,4,5,1.7436416
1,4,6,1.7819331
1,4,7,1.8302189
1,4,8,1.6970035
1,4,9,1.5492536
1,4,10,1.6016551
1,4,11,1.6886026
1,4,12,1.7891402
1,4,13,1.6074929
1,4,14,1.8384725
1,4,15,1.870147
1,4,16,2.0936239
1,4,17,2.0394254
1,4,18,2.3170006
1,4,19,2.3786118
1,4,20,2.6233857
1,4,21,2.613506
1,4,22,2.9560893
1,4,23,3.0614045
1,4,24,3.019711
1,4,25,3.1785793
1,4,26,3.311311
1,4,27,3.526031
1,4,28,3.5918477
1,4,29,3.7741623
1,4,30,3.982426
1,4,31,4.0784235
1,5,0,2.1132758
1,5,1,1.9920738
1,5,2,1.7751794
1,5,3,1.8328466
